study_year,poverty_families,poverty_individuals,median_income_2018,total_population,median_center_infant,median_family_infant,county_name,state_name,state_abbreviation
2012,29.8,32.9,26154.7,9067,100.47,80.14,Greene County,Alabama,AL
2013,27.8,32.9,26164.08,8934,103.23,81,Greene County,Alabama,AL
2014,30.5,36.6,23500.2,8798,105.99,81.86,Greene County,Alabama,AL
2015,35.3,40.2,21773.46,8697,106.56,83.3,Greene County,Alabama,AL
2016,32.2,37.9,22405.95,8587,107.14,84.73,Greene County,Alabama,AL
2017,33.4,38.8,21582.62,8533,107.71,86.17,Greene County,Alabama,AL
2018,33.4,38.7,21804,8426,108.29,87.61,Greene County,Alabama,AL
2008,22.82,25.83,33801.69,17904,89.44,76.69,Hale County,Alabama,AL
2009,22.9,25.7,34913.97,17994,92.2,77.55,Hale County,Alabama,AL
2010,21.6,24.6,33986.84,16168,94.96,78.41,Hale County,Alabama,AL
2011,22.4,25.9,32744.32,15972,97.72,79.28,Hale County,Alabama,AL
2012,22.8,27.7,32349.9,15750,100.47,80.14,Hale County,Alabama,AL
2013,22.3,26.6,32455.08,15594,103.23,81,Hale County,Alabama,AL
2014,24.6,27.9,32689.34,15393,105.99,81.86,Hale County,Alabama,AL
2015,22.6,26.8,34676.84,15256,106.56,83.3,Hale County,Alabama,AL
2016,21.7,25.9,35018.55,15159,107.14,84.73,Hale County,Alabama,AL
2017,21.2,26.1,35719.37,14995,107.71,86.17,Hale County,Alabama,AL
2018,20.1,26,30571,14887,108.29,87.61,Hale County,Alabama,AL
2008,14.86,15.99,40465.82,16550,78.24,74.45,Henry County,Alabama,AL
2009,14.9,15.6,41876.64,16580,81,74.97,Henry County,Alabama,AL
2010,15,15.1,44519.64,17148,83.76,75.48,Henry County,Alabama,AL
2011,13.6,15.2,44741.76,17240,86.51,76,Henry County,Alabama,AL
2012,13.3,16,44748,17275,89.27,76.52,Henry County,Alabama,AL
2013,11.4,14.4,44982,17308,92.03,77.04,Henry County,Alabama,AL
2014,11.1,14.8,45501.56,17270,94.79,77.55,Henry County,Alabama,AL
2015,10.9,15.6,44516.82,17252,93.35,78.7,Henry County,Alabama,AL
2016,12.8,15.3,43097.25,17187,91.91,79.85,Henry County,Alabama,AL
2017,11.7,13.7,46936.07,17110,90.48,81,Henry County,Alabama,AL
2018,10.7,13.5,48610,17124,89.04,82.15,Henry County,Alabama,AL
2008,11.3,15.5,47999.85,96918,75.75,74.03,Houston County,Alabama,AL
2009,12,16,48082.32,97091,78.42,74.54,Houston County,Alabama,AL
2010,12.7,16.8,47585.52,99029,81.09,75.06,Houston County,Alabama,AL
2011,13,17.1,46777.92,100310,83.76,75.57,Houston County,Alabama,AL
2012,13.8,17.7,46010.8,101459,86.43,76.08,Houston County,Alabama,AL
2013,14.2,18,44223.84,102326,89.09,76.6,Houston County,Alabama,AL
2014,14.5,18.4,43541.62,103079,91.76,77.11,Houston County,Alabama,AL
2015,14.6,18.3,44065.26,103534,90.37,78.25,Houston County,Alabama,AL
2016,14.9,18.9,44042.25,103891,88.98,79.4,Houston County,Alabama,AL
2017,14.4,18.5,44087.09,104108,87.59,80.54,Houston County,Alabama,AL
2018,14,18.3,45496,104352,86.2,81.68,Houston County,Alabama,AL
2008,13.9,17.2,42859.35,53026,79.97,69.28,Jackson County,Alabama,AL
2009,14.5,17.7,41035.41,52898,81.86,68.94,Jackson County,Alabama,AL
2010,14.1,17.5,42121.92,53386,83.76,68.59,Jackson County,Alabama,AL
2011,14.4,17.1,40748.96,53357,85.65,68.25,Jackson County,Alabama,AL
2012,13.9,16.2,40764.9,53279,87.55,67.9,Jackson County,Alabama,AL
2013,13.7,16,40644.72,53171,89.44,67.56,Jackson County,Alabama,AL
2014,15.7,18.2,39086.44,53012,91.34,67.21,Jackson County,Alabama,AL
2015,15.3,18,40009.7,52860,92.49,67.79,Jackson County,Alabama,AL
2016,15.8,18.8,40343.1,52608,93.64,68.36,Jackson County,Alabama,AL
2017,15.5,19,40459.43,52326,94.79,68.94,Jackson County,Alabama,AL
2018,16.5,20.2,39816,52094,95.94,69.51,Jackson County,Alabama,AL
2008,10.3,14,52972.45,659240,118,105.3,Jefferson County,Alabama,AL
2009,11.3,15.2,52320.06,662212,119.69,105.13,Jefferson County,Alabama,AL
2010,11.4,15.5,52483.04,656912,121.38,104.95,Jefferson County,Alabama,AL
2011,12.1,16.2,51240,657486,123.06,104.78,Jefferson County,Alabama,AL
2012,13,17,49956.5,658464,124.75,104.61,Jefferson County,Alabama,AL
2013,13.7,18,49063.32,658552,126.43,104.44,Jefferson County,Alabama,AL
2014,14.8,18.7,47953.34,658834,128.12,104.26,Jefferson County,Alabama,AL
2015,15,18.8,48346.6,659026,139.64,105.41,Jefferson County,Alabama,AL
2016,14.3,18.1,49581,659096,151.16,106.56,Jefferson County,Alabama,AL
2017,13.8,17.6,50800.63,659460,162.68,107.71,Jefferson County,Alabama,AL
2018,13.2,17,51979,659892,174.2,108.86,Jefferson County,Alabama,AL
2008,10.9,16.99,35370.29,14601,89.44,76.69,Lamar County,Alabama,AL
2009,10.6,17.1,36379.98,14438,92.2,77.55,Lamar County,Alabama,AL
2010,13.2,18.5,39308.92,14743,94.96,78.41,Lamar County,Alabama,AL
2011,13.8,19.1,38876.32,14644,97.72,79.28,Lamar County,Alabama,AL
2012,15.4,20.1,38798.1,14513,100.47,80.14,Lamar County,Alabama,AL
2013,16.7,22.3,38910.24,14396,103.23,81,Lamar County,Alabama,AL
2014,18.1,22.6,38182.26,14268,105.99,81.86,Lamar County,Alabama,AL
2015,19,24.1,37577,14133,106.56,83.3,Lamar County,Alabama,AL
2016,17.7,23.9,36012.9,14066,107.14,84.73,Lamar County,Alabama,AL
2017,15.9,23.1,37096.48,14021,107.71,86.17,Lamar County,Alabama,AL
2018,15.2,21.2,36756,13933,108.29,87.61,Lamar County,Alabama,AL
2008,13.5,18.6,44284.2,88520,107.45,92.19,Lauderdale County,Alabama,AL
2009,13.7,18,44098.47,88550,109.28,95.1,Lauderdale County,Alabama,AL
2010,13.1,17.7,45640.2,91762,111.12,98.02,Lauderdale County,Alabama,AL
2011,12.5,17.4,44466.24,92269,112.95,100.93,Lauderdale County,Alabama,AL
2012,13,17.9,44771.1,92528,114.79,103.84,Lauderdale County,Alabama,AL
2013,12.4,17.2,46271.52,92666,116.62,106.76,Lauderdale County,Alabama,AL
2014,13.8,18.7,45265.18,92780,118.46,109.67,Lauderdale County,Alabama,AL
2015,13,17.9,45712.5,92737,122.63,111.67,Lauderdale County,Alabama,AL
2016,13.4,18.3,45839.85,92641,126.8,113.67,Lauderdale County,Alabama,AL
2017,11.3,16.3,46234.64,92590,130.97,115.67,Lauderdale County,Alabama,AL
2018,10.5,15.2,46265,92585,135.14,117.67,Lauderdale County,Alabama,AL
2008,9.6,12.4,51256.65,34094,110.99,92.72,Lawrence County,Alabama,AL
2009,9.8,12.4,48522.24,34094,112.88,95.65,Lawrence County,Alabama,AL
2010,10.3,13.6,46998.56,34235,114.78,98.58,Lawrence County,Alabama,AL
2011,11.2,14.4,44810.08,34250,116.67,101.51,Lawrence County,Alabama,AL
2012,13,16.1,43478.6,34148,118.57,104.44,Lawrence County,Alabama,AL
2013,13.8,17.5,41635.08,34009,120.46,107.37,Lawrence County,Alabama,AL
2014,13.6,17.1,42777.36,33835,122.36,110.3,Lawrence County,Alabama,AL
2015,14.9,18.7,42403.18,33586,126.67,112.31,Lawrence County,Alabama,AL
2016,14.6,18.3,44455.95,33433,130.98,114.32,Lawrence County,Alabama,AL
2017,13.5,16.6,45092.37,33288,135.29,116.33,Lawrence County,Alabama,AL
2018,13.4,16.8,44515,33171,139.59,118.34,Lawrence County,Alabama,AL
2008,10.8,17.5,47948.1,130485,98.77,93.39,Lee County,Alabama,AL
2009,11.5,20.2,45147.96,130669,100.11,94.25,Lee County,Alabama,AL
2010,11,19.2,47437.04,135010,101.44,95.1,Lee County,Alabama,AL
2011,10.9,19.8,47398.4,137855,102.78,95.96,Lee County,Alabama,AL
2012,11.5,21.1,47507.9,140938,104.11,96.82,Lee County,Alabama,AL
2013,12.3,22,47025.36,144405,105.45,97.67,Lee County,Alabama,AL
2014,13.2,23.6,46259.46,147790,106.78,98.53,Lee County,Alabama,AL
2015,14.3,23.8,47244.2,150982,111.23,104.24,Lee County,Alabama,AL
2016,13.9,23,47308.8,153947,115.68,109.96,Lee County,Alabama,AL
2017,13.3,22,48990.92,156597,120.13,115.67,Lee County,Alabama,AL
2018,12.8,21.4,48056,159287,124.58,121.38,Lee County,Alabama,AL
2008,9.3,12.8,53285.25,73914,107.45,92.19,Limestone County,Alabama,AL
2009,9.4,12.8,52646.49,74076,109.28,95.1,Limestone County,Alabama,AL
2010,10.3,13.5,54151.12,78614,111.12,98.02,Limestone County,Alabama,AL
2011,11,13.8,52862.88,80966,112.95,100.93,Limestone County,Alabama,AL
2012,10.5,13.3,53016.7,83313,114.79,103.84,Limestone County,Alabama,AL
2013,11.7,14.7,52508.52,85264,116.62,106.76,Limestone County,Alabama,AL
2014,10.7,14.1,52428.66,87167,118.46,109.67,Limestone County,Alabama,AL
2015,11.3,14.3,52544.2,88805,122.63,111.67,Limestone County,Alabama,AL
2016,10.6,14.1,53670.75,90257,126.8,113.67,Limestone County,Alabama,AL
2017,11.2,14.8,54415.93,91695,130.97,115.67,Limestone County,Alabama,AL
2018,10.2,13.7,56460,93052,135.14,117.67,Limestone County,Alabama,AL
2008,22.96,26.42,33887.94,12725,108.4,83.93,Lowndes County,Alabama,AL
2009,22.5,25.8,35415.9,12632,108.57,87.89,Lowndes County,Alabama,AL
2010,24.4,27.3,34468.24,11731,108.75,91.86,Lowndes County,Alabama,AL
2011,25.4,27.3,31253.6,11538,108.92,95.82,Lowndes County,Alabama,AL
2012,22.6,23.6,30825.3,11304,109.09,99.78,Lowndes County,Alabama,AL
2013,24,26.7,28328.4,11086,109.26,103.75,Lowndes County,Alabama,AL
2014,26.9,29.3,27218.68,10918,109.44,107.71,Lowndes County,Alabama,AL
2015,24.9,28.5,27428.56,10742,113.17,107.71,Lowndes County,Alabama,AL
2016,23.3,28.7,29309.7,10565,116.9,107.71,Lowndes County,Alabama,AL
2017,24.7,30.2,30678.55,10362,120.64,107.71,Lowndes County,Alabama,AL
2018,23.4,27.9,30833,10236,124.37,107.71,Lowndes County,Alabama,AL
2008,20.9,24.8,31615.8,22382,98.77,93.39,Macon County,Alabama,AL
2009,20.3,28,30776.85,22304,100.11,94.25,Macon County,Alabama,AL
2010,20.7,27.4,31951.04,21699,101.44,95.1,Macon County,Alabama,AL
2011,22.2,26.7,32877.6,21489,102.78,95.96,Macon County,Alabama,AL
2012,23.8,28.1,30752.7,21214,104.11,96.82,Macon County,Alabama,AL
2013,22.6,27.3,33181.92,20803,105.45,97.67,Macon County,Alabama,AL
2014,22.5,26.4,32069.24,20505,106.78,98.53,Macon County,Alabama,AL
2015,22.1,25.9,32582.28,20018,111.23,104.24,Macon County,Alabama,AL
2016,19.9,25.5,34009.5,19684,115.68,109.96,Macon County,Alabama,AL
2017,20.4,25.9,33277.24,19358,120.13,115.67,Macon County,Alabama,AL
2018,19.8,25.8,32074,19054,124.58,121.38,Macon County,Alabama,AL
2008,8.3,11.6,62738.25,312658,107.45,92.19,Madison County,Alabama,AL
2009,8.2,11.3,64325.43,314047,109.28,95.1,Madison County,Alabama,AL
2010,8.6,12,64787.16,323080,111.12,98.02,Madison County,Alabama,AL
2011,9.2,12.4,64347.36,329299,112.95,100.93,Madison County,Alabama,AL
2012,9.1,12.4,64066.2,334661,114.79,103.84,Madison County,Alabama,AL
2013,9.4,12.8,63108.72,339279,116.62,106.76,Madison County,Alabama,AL
2014,9.8,13.4,61695.18,343229,118.46,109.67,Madison County,Alabama,AL
2015,10,13.7,61472.58,346438,122.63,111.67,Madison County,Alabama,AL
2016,9.6,13.3,63157.5,349973,126.8,113.67,Madison County,Alabama,AL
2017,10.2,13.6,63157.54,353213,130.97,115.67,Madison County,Alabama,AL
2018,9.6,13.2,63417,357560,135.14,117.67,Madison County,Alabama,AL
2008,17.6,22.2,36019.15,21176,86.59,76.25,Marengo County,Alabama,AL
2009,20.8,26.7,36058.23,21210,89.26,77.11,Marengo County,Alabama,AL
2010,17.3,22.7,38210.4,21296,91.93,77.97,Marengo County,Alabama,AL
2011,15.4,20.8,39384.8,21130,94.6,78.83,Marengo County,Alabama,AL
2012,17.9,22.8,37966.5,20909,97.27,79.68,Marengo County,Alabama,AL
2013,19.5,24,37885.32,20669,99.94,80.54,Marengo County,Alabama,AL
2014,19.1,25,35736.84,20489,102.61,81.4,Marengo County,Alabama,AL
2015,19.4,26.1,33964.52,20306,103.17,82.82,Marengo County,Alabama,AL
2016,20.6,27.8,32248.65,20066,103.72,84.25,Marengo County,Alabama,AL
2017,17.4,25.6,33222.65,19743,104.28,85.68,Marengo County,Alabama,AL
2018,13.1,21.8,32809,19538,104.83,87.11,Marengo County,Alabama,AL
2008,14.6,17.7,37527.95,29561,89.44,76.69,Marion County,Alabama,AL
2009,14,18.2,37702.08,29415,92.2,77.55,Marion County,Alabama,AL
2010,13.3,17.8,38012.04,30792,94.96,78.41,Marion County,Alabama,AL
2011,15.5,20.3,35614.88,30771,97.72,79.28,Marion County,Alabama,AL
2012,16.1,20.9,35167,30641,100.47,80.14,Marion County,Alabama,AL
2013,16.3,20.9,35519.04,30615,103.23,81,Marion County,Alabama,AL
2014,14.2,19.4,35848.14,30527,105.99,81.86,Marion County,Alabama,AL
2015,15.9,20.1,34236.94,30387,106.56,83.3,Marion County,Alabama,AL
2016,15.2,18.6,35777.7,30239,107.14,84.73,Marion County,Alabama,AL
2017,13.9,17.6,36790.57,30058,107.71,86.17,Marion County,Alabama,AL
2018,13.1,17.5,35392,29965,108.29,87.61,Marion County,Alabama,AL
2008,16,21,42177.4,87386,77.42,68.89,Marshall County,Alabama,AL
2009,15.2,20.3,43753.32,87925,79.25,68.54,Marshall County,Alabama,AL
2010,15.3,19.9,43686.76,90867,81.09,68.2,Marshall County,Alabama,AL
2011,15.5,19.7,43190.56,92052,82.92,67.86,Marshall County,Alabama,AL
2012,15.6,20,42513.9,93070,84.76,67.52,Marshall County,Alabama,AL
2013,15.2,19.5,42688.08,93699,86.59,67.17,Marshall County,Alabama,AL
2014,15.1,19.9,41841.38,94121,88.43,66.83,Marshall County,Alabama,AL
2015,15.4,20.2,41321.98,94318,89.54,67.4,Marshall County,Alabama,AL
2016,15.3,20.5,41822.55,94534,90.65,67.97,Marshall County,Alabama,AL
2017,15.8,21,42337.12,94738,91.76,68.54,Marshall County,Alabama,AL
2018,16.2,21.7,42490,95145,92.88,69.11,Marshall County,Alabama,AL
2008,16.2,19.4,46767.05,404012,109.95,105.56,Mobile County,Alabama,AL
2009,15.8,19.1,47356.92,405331,109.28,105.39,Mobile County,Alabama,AL
2010,15.7,19.2,47555.36,408620,108.62,105.21,Mobile County,Alabama,AL
2011,15.7,19.2,47249.44,410520,107.95,105.04,Mobile County,Alabama,AL
2012,15.9,19.5,47270.3,412297,107.28,104.87,Mobile County,Alabama,AL
2013,16.1,19.8,46470.24,413188,106.61,104.7,Mobile County,Alabama,AL
2014,16.2,19.9,46474.64,414045,105.95,104.53,Mobile County,Alabama,AL
2015,15.7,19.3,46437.54,414251,109.56,105.39,Mobile County,Alabama,AL
2016,15.6,19.5,46476.15,414291,113.18,106.24,Mobile County,Alabama,AL
2017,15.3,19.3,47176.06,414328,116.79,107.1,Mobile County,Alabama,AL
2018,15,19.3,46166,414659,120.41,107.96,Mobile County,Alabama,AL
2008,20.2,22.9,34479.3,22741,113.57,106.16,Monroe County,Alabama,AL
2009,22.7,25,34877.7,22790,112.88,105.99,Monroe County,Alabama,AL
2010,21.4,25.4,35072.6,23329,112.19,105.82,Monroe County,Alabama,AL
2011,23,26.9,33430.88,23159,111.5,105.64,Monroe County,Alabama,AL
2012,22.5,26,34095.6,22993,110.81,105.47,Monroe County,Alabama,AL
2013,23.3,28.6,31539.24,22778,110.12,105.3,Monroe County,Alabama,AL
2014,22.5,29.2,32403.14,22509,109.44,105.13,Monroe County,Alabama,AL
2015,24.3,31.4,28892.42,22217,113.17,105.99,Monroe County,Alabama,AL
2016,23.6,32.1,29591.1,21975,116.9,106.85,Monroe County,Alabama,AL
2017,26.6,33.7,26817.08,21745,120.64,107.71,Monroe County,Alabama,AL
2018,23.1,30.9,30141,21512,124.37,108.57,Monroe County,Alabama,AL
2008,14.6,17.7,50313.65,225395,106.04,83.93,Montgomery County,Alabama,AL
2009,15,17.8,50327.55,224369,106.2,87.89,Montgomery County,Alabama,AL
2010,15.6,18.9,50721,228018,106.37,91.86,Montgomery County,Alabama,AL
2011,16.1,19.7,49937.44,228939,106.54,95.82,Montgomery County,Alabama,AL
2012,16.3,20.4,48841.1,229376,106.71,99.78,Montgomery County,Alabama,AL
2013,17.2,21.2,48373.2,228980,106.88,103.75,Montgomery County,Alabama,AL
2014,18,22,47519.8,228850,107.05,107.71,Montgomery County,Alabama,AL
2015,18.1,22.6,47031.14,228138,110.7,107.71,Montgomery County,Alabama,AL
2016,17,21.3,47625.9,227392,114.35,107.71,Montgomery County,Alabama,AL
2017,16.6,20.8,47941.35,227120,118,107.71,Montgomery County,Alabama,AL
2018,16.3,20.7,47990,226941,121.66,107.71,Montgomery County,Alabama,AL
2008,11.1,15.2,51252.05,114874,107.45,92.19,Morgan County,Alabama,AL
2009,10.9,15.4,50208.21,115197,109.28,95.1,Morgan County,Alabama,AL
2010,10.9,15,51444.84,117632,111.12,98.02,Morgan County,Alabama,AL
2011,10.7,14.9,51031.68,118521,112.95,100.93,Morgan County,Alabama,AL
2012,11.1,15.1,50437.2,119330,114.79,103.84,Morgan County,Alabama,AL
2013,11.9,15.7,48384,119673,116.62,106.76,Morgan County,Alabama,AL
2014,11.6,15.1,48061.46,119744,118.46,109.67,Morgan County,Alabama,AL
2015,13.1,16.1,48496.06,119786,122.63,111.67,Morgan County,Alabama,AL
2016,13.7,16.3,49227.15,119555,126.8,113.67,Morgan County,Alabama,AL
2017,14,16.6,48954.87,119157,130.97,115.67,Morgan County,Alabama,AL
2018,12.5,15.3,49751,119122,135.14,117.67,Morgan County,Alabama,AL
2008,22.13,25.09,29434.89,10819,89.44,76.69,Perry County,Alabama,AL
2009,21,23.8,30735.9,10689,92.2,77.55,Perry County,Alabama,AL
2010,23.9,28.8,30102,10684,94.96,78.41,Perry County,Alabama,AL
2011,23.2,25.4,30488.64,10620,97.72,79.28,Perry County,Alabama,AL
2012,22.2,26.9,34108.8,10525,100.47,80.14,Perry County,Alabama,AL
2013,24.5,25.6,30465.72,10390,103.23,81,Perry County,Alabama,AL
2014,30.9,37.4,27059.68,10203,105.99,81.86,Perry County,Alabama,AL
2015,30,36.4,26009.22,10038,106.56,83.3,Perry County,Alabama,AL
2016,29.8,39.8,26157.6,9856,107.14,84.73,Perry County,Alabama,AL
2017,30.3,41.9,23662.19,9680,107.71,86.17,Perry County,Alabama,AL
2018,31.7,41.8,23561,9486,108.29,87.61,Perry County,Alabama,AL
2008,20.9,26.06,31108.01,19686,89.44,76.69,Pickens County,Alabama,AL
2009,21,26.2,31765.5,19528,92.2,77.55,Pickens County,Alabama,AL
2010,21,26.9,32804.8,19917,94.96,78.41,Pickens County,Alabama,AL
2011,21.9,27.7,32587.52,19765,97.72,79.28,Pickens County,Alabama,AL
2012,22.4,27.4,31638.2,19646,100.47,80.14,Pickens County,Alabama,AL
2013,22.9,27.2,31040.28,19516,103.23,81,Pickens County,Alabama,AL
2014,20.2,25.6,31629.34,19629,105.99,81.86,Pickens County,Alabama,AL
2015,20,25,32149.8,19856,106.56,83.3,Pickens County,Alabama,AL
2016,18.3,23.9,33262.95,20042,107.14,84.73,Pickens County,Alabama,AL
2017,17.5,22.9,37306.6,20170,107.71,86.17,Pickens County,Alabama,AL
2018,17.5,23.5,37458,20298,108.29,87.61,Pickens County,Alabama,AL
2008,21.7,27.4,32748.55,30179,75.75,74.03,Pike County,Alabama,AL
2009,22.7,29.1,32836.05,30136,78.42,74.54,Pike County,Alabama,AL
2010,20.5,28.6,33849.96,32147,81.09,75.06,Pike County,Alabama,AL
2011,18.3,27.1,34920.48,32471,83.76,75.57,Pike County,Alabama,AL
2012,17.3,27.1,34872.2,32750,86.43,76.08,Pike County,Alabama,AL
2013,17.5,27.6,35737.2,32977,89.09,76.6,Pike County,Alabama,AL
2014,16.6,27.2,34765.88,33216,91.76,77.11,Pike County,Alabama,AL
2015,15.9,26.1,34794.5,33155,90.37,78.25,Pike County,Alabama,AL
2016,16.3,25.7,34852.65,33277,88.98,79.4,Pike County,Alabama,AL
2017,16.7,26.3,36754.52,33287,87.59,80.54,Pike County,Alabama,AL
2018,14.9,26.6,34678,33403,86.2,81.68,Pike County,Alabama,AL
2008,12.6,18.2,40968.75,22489,82.72,72.55,Randolph County,Alabama,AL
2009,13.7,19.9,41110.29,22504,84.45,74.11,Randolph County,Alabama,AL
2010,14.7,21.5,40127.88,22817,86.17,75.66,Randolph County,Alabama,AL
2011,16.2,23.6,40121.76,22838,87.89,77.21,Randolph County,Alabama,AL
2012,15.8,23.1,38581.4,22843,89.62,78.76,Randolph County,Alabama,AL
2013,18.8,24.5,38030.04,22819,91.34,80.31,Randolph County,Alabama,AL
2014,17.7,23.5,38687.88,22724,93.06,81.86,Randolph County,Alabama,AL
2015,16.1,20.4,39139.44,22648,95.07,83.3,Randolph County,Alabama,AL
2016,16,20.6,39370.8,22615,97.08,84.73,Randolph County,Alabama,AL
2017,14.7,18.7,40669.55,22530,99.09,86.17,Randolph County,Alabama,AL
2018,14.3,17.7,41449,22574,101.11,87.61,Randolph County,Alabama,AL
2008,20,25,35402.75,50111,98.77,93.39,Russell County,Alabama,AL
2009,17.8,21.8,37514.88,50029,100.11,94.25,Russell County,Alabama,AL
2010,19.3,23.3,37677.96,51663,101.44,95.1,Russell County,Alabama,AL
2011,18.1,21.2,37804.48,52490,102.78,95.96,Russell County,Alabama,AL
2012,19.1,22.2,36950.1,53938,104.11,96.82,Russell County,Alabama,AL
2013,18.3,22,39034.44,55544,105.45,97.67,Russell County,Alabama,AL
2014,18.4,22.1,38229.96,56980,106.78,98.53,Russell County,Alabama,AL
2015,16.8,21,39271.94,58302,111.23,104.24,Russell County,Alabama,AL
2016,16.8,21.5,40320,58636,115.68,109.96,Russell County,Alabama,AL
2017,15.4,20.9,40157.64,58480,120.13,115.67,Russell County,Alabama,AL
2018,15.4,20.1,40978,58213,124.58,121.38,Russell County,Alabama,AL
2008,7.8,10.3,57145.8,77602,120.64,105.3,St. Clair County,Alabama,AL
2009,8.7,11.3,56657.25,77585,122.36,105.13,St. Clair County,Alabama,AL
2010,8.3,10.6,56650.92,80658,124.08,104.95,St. Clair County,Alabama,AL
2011,10.6,13.4,55104,82363,125.81,104.78,St. Clair County,Alabama,AL
2012,12.2,14.8,54617.2,83530,127.53,104.61,St. Clair County,Alabama,AL
2013,12.6,15.2,54848.88,84521,129.25,104.44,St. Clair County,Alabama,AL
2014,12.7,16.1,54396.02,85242,130.98,104.26,St. Clair County,Alabama,AL
2015,12.2,16,54970.54,85864,142.75,105.41,St. Clair County,Alabama,AL
2016,10.3,13.7,56744.1,86576,154.53,106.56,St. Clair County,Alabama,AL
2017,10.3,13.7,55087.49,86937,166.31,107.71,St. Clair County,Alabama,AL
2018,10,13.2,54887,87306,178.08,108.86,St. Clair County,Alabama,AL
2008,4.3,6.4,81165.85,183014,116.79,104.7,Shelby County,Alabama,AL
2009,4.4,6.4,79014.78,182996,118.46,104.53,Shelby County,Alabama,AL
2010,5.4,7.4,79320.8,187880,120.13,104.36,Shelby County,Alabama,AL
2011,5.2,7.2,77148.96,191705,121.8,104.19,Shelby County,Alabama,AL
2012,6,7.7,76316.9,195237,123.46,104.02,Shelby County,Alabama,AL
2013,6,7.9,74271.6,198366,125.13,103.84,Shelby County,Alabama,AL
2014,6.2,8.6,73906.38,201168,126.8,103.67,Shelby County,Alabama,AL
2015,5.6,8.3,74398.22,203530,138.2,104.81,Shelby County,Alabama,AL
2016,5.6,8.5,75925.5,205951,149.6,105.96,Shelby County,Alabama,AL
2017,5,8.3,76284.89,208721,161,107.1,Shelby County,Alabama,AL
2018,5.1,8.4,75761,211261,172.41,108.24,Shelby County,Alabama,AL
2008,36.28,40.03,23876.94,13437,89.44,76.69,Sumter County,Alabama,AL
2009,36.7,40.2,24562.98,13267,92.2,77.55,Sumter County,Alabama,AL
2010,32.8,34.8,29392.08,13871,94.96,78.41,Sumter County,Alabama,AL
2011,35.2,38,24599.68,13758,97.72,79.28,Sumter County,Alabama,AL
2012,33.2,38.1,24920.5,13669,100.47,80.14,Sumter County,Alabama,AL
2013,31.5,38,23960.88,13552,103.23,81,Sumter County,Alabama,AL
2014,30.7,38.5,24236.9,13433,105.99,81.86,Sumter County,Alabama,AL
2015,32,42.7,20671.06,13341,106.56,83.3,Sumter County,Alabama,AL
2016,27.3,36.7,21449.4,13285,107.14,84.73,Sumter County,Alabama,AL
2017,27.5,36,22312.89,13084,107.71,86.17,Sumter County,Alabama,AL
2018,21.3,31.3,23132,12985,108.29,87.61,Sumter County,Alabama,AL
2008,13.7,17.4,42413.15,80176,80.09,72.14,Talladega County,Alabama,AL
2009,15.3,19,41962.05,80190,81.75,73.68,Talladega County,Alabama,AL
2010,15.3,18.4,42859.68,82347,83.42,75.23,Talladega County,Alabama,AL
2011,18.2,21.7,41002.08,82265,85.09,76.77,Talladega County,Alabama,AL
2012,19.8,22.9,38729.9,82194,86.76,78.31,Talladega County,Alabama,AL
2013,19.9,22.9,38274.12,81845,88.43,79.85,Talladega County,Alabama,AL
